taxonomy	CPSNJ01_350	CPSNJ02_350	CPSNJ03_350	CPSNJ04_350	CPSNJ08_350	CPSNJ09_350	CPSNJ10_350	CPSNJ11_350	CPSNJ13_350	CPSNJ14_350	CPSNJ15_350	CPSNJ16_350	CPSNJ19_350	CPSNJ20_350	10_350	11_350	12_350	13_350	14_350	15_350	16_350	17_350	18_350	19_350	1_350	20_350	21_350	22_350	23_350	24_350	25_350	26_350	27_350	28_350	29_350	2_350	30_350	3_350	4_350	5_350	6_350	7_350	8_350	9_350	SNJ01_350	SNJ02_350	SNJ03_350	SNJ04_350	SNJ08_350	SNJ09_350	SNJ10_350	SNJ11_350	SNJ13_350	SNJ14_350	SNJ15_350	SNJ16_350	SNJ19_350	SNJ20_350
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ensifer	0.01				0.01						0.01										0.01			0.01	0.01				0.01		0.01	0.03											0.01											0.01		0.01		
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__FKL33	0.01	0.01		0.01										0.01					0.01										0.01			0.02	0.01	0.01			0.01								0.03	0.02		0.01	0.01		0.02	0.01	0.01	0.01		0.01		0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Hoeflea																																		0.01																								
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__JAFKJW01	0.01				0.01			0.01		0.01				0.01					0.01														0.01	0.01			0.01							0.01	0.0	0.0					0.01			0.01		0.01		0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Jiella																																		0.01							0.01			0.01														
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium	0.12	0.06	0.04	0.05	0.09	0.03	0.05	0.07	0.06	0.03	0.07	0.07	0.05	0.14	0.01	0.02	0.02	0.01	0.17	0.03	0.02	0.01	0.01	0.12	0.03	0.02	0.02	0.02	0.05	0.03	0.04	0.09	0.08	0.09		0.07	0.12	0.03	0.03	0.06	0.05	0.05	0.05	0.06	0.12	0.05	0.02	0.05	0.08	0.04	0.1	0.06	0.09	0.09	0.06	0.12	0.03	0.09
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium_A	0.01	0.01		0.01	0.01		0.01				0.01			0.01					0.01	0.01					0.01				0.01		0.01	0.01	0.03	0.01		0.01	0.01		0.01		0.01			0.01	0.0	0.01		0.01	0.02				0.02	0.01	0.01	0.01		0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium_B	0.01	0.01																																														0.01										
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium_D	0.02	0.01		0.01	0.02		0.01	0.01		0.01		0.01	0.01						0.02		0.01								0.01		0.01	0.02	0.01	0.02			0.01		0.01	0.01	0.01		0.01	0.02	0.01	0.01		0.02	0.01	0.01	0.02		0.01	0.01	0.01	0.02		0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium_F	0.01				0.01		0.01	0.02	0.01		0.01	0.02							0.03	0.01					0.01						0.01	0.01	0.01	0.01			0.01						0.01	0.01				0.01	0.01		0.04	0.03	0.01	0.02	0.01	0.02		0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium_G																																	0.01																				0.01	0.01				
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Neorhizobium		0.01		0.01						0.0																							0.01												0.01	0.01	0.01	0.01		0.01	0.01					0.02		0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Nitratireductor																																	0.01																									
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__OAS926	0.01		0.01		0.0																											0.01									0.01																	
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Oricola	0.01			0.01																																																						
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Paramesorhizobium																																	0.01																									
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Pararhizobium	0.02	0.01		0.01										0.0						0.01				0.01			0.01	0.0	0.01			0.01	0.01			0.03	0.01	0.01		0.01	0.02	0.01	0.01	0.01	0.05	0.03		0.04	0.01		0.02	0.04	0.02	0.01		0.03	0.01	0.02
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium	0.02						0.0												0.01																	0.01	0.02																	0.01				0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Pseudaminobacter	0.04			0.01	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01					0.02					0.02				0.01	0.01		0.01	0.03	0.02	0.03		0.01	0.02	0.01		0.02	0.02		0.01	0.01	0.01	0.01		0.01	0.01	0.01	0.03	0.02	0.01	0.02	0.01	0.01	0.01	0.02
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__RCIO01	0.02	0.01	0.01	0.01	0.02		0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01					0.01		0.01							0.01		0.01		0.03	0.01	0.03		0.01	0.01	0.01		0.01	0.02		0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__RCIZ01	0.14	0.02	0.01	0.02	0.03	0.01	0.05	0.05	0.02	0.02	0.03	0.02	0.01	0.02		0.01	0.01		0.05	0.01	0.01			0.01	0.02		0.01	0.0	0.03	0.01	0.02	0.07	0.04	0.05		0.03	0.03	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.03	0.02	0.02	0.02	0.05	0.02	0.06	0.03	0.06	0.05	0.04	0.06	0.01	0.04
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium	0.08	0.01		0.01	0.01		0.01	0.01			0.01		0.01	0.05					0.04					0.01				0.01	0.01	0.01	0.01	0.02	0.01	0.02			0.02		0.01	0.01	0.01		0.01	0.01	0.06	0.02	0.01	0.02	0.01	0.02	0.02	0.02	0.01	0.02		0.03	0.01	0.03
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium_A																																													0.01													
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Roseitalea																														0.0																												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Shinella																																																								0.01		
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Sinorhizobium	0.01		0.01										0.01												0.01																				0.01	0.01	0.01	0.01									0.01	
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Zhengella												0.01																								0.01																						
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodomicrobiaceae; g__JAHQVI01																																					0.01																					
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodomicrobiaceae; g__R-RK-3																	0.01		0.01											0.01			0.01	0.01		0.01	0.05				0.01			0.01		0.01												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodomicrobiaceae; g__Rhodomicrobium	0.0																																																	0.01								
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Stappiaceae; g__Roseibium																				0.01										0.0																												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Tepidamorphaceae; g__Tepidamorphus																	0.01					0.01						0.01						0.01							0.0					0.01												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Thermopetrobacteraceae; g__Thermopetrobacter																																														0.01												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__62-47	0.06	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.1		0.01	0.01		0.02	0.01					0.01		0.01		0.01	0.01	0.01	0.02	0.02	0.03	0.01	0.02	0.02		0.01	0.01	0.03	0.01	0.01	0.02	0.04	0.04	0.01	0.02	0.02	0.03	0.03	0.02	0.02	0.01	0.01	0.02	0.01	0.04
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__AP-16	0.01	0.01			0.01		0.01	0.01	0.01		0.01			0.01		0.01	0.01		0.01	0.01					0.01					0.01	0.01	0.01	0.01	0.02		0.01	0.01			0.01	0.01		0.01			0.0				0.01							0.01	
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Afipia	0.06	0.04	0.01	0.04	0.03	0.02	0.03	0.04	0.03	0.01	0.03	0.04	0.02	0.13	0.01	0.01	0.02		0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.03	0.05	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.05	0.07	0.03	0.02	0.04	0.03	0.03	0.05	0.03	0.02	0.04	0.02	0.03	0.03	0.04
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Ancylobacter	0.02	0.01		0.01	0.01		0.01	0.01	0.01	0.01	0.01		0.01	0.02		0.01	0.01		0.01											0.01	0.01	0.02	0.01	0.01			0.06	0.01		0.01	0.01			0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__BOG-931	0.03	0.03	0.01	0.01	0.04	0.03	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.04	0.04	0.01	0.04	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.03	0.03	0.05	0.01	0.03	0.04		0.01	0.03	0.03	0.02	0.02	0.04	0.01	0.02	0.02	0.02	0.01	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.02
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Blastochloris	0.0									0.01																							0.01	0.01											0.01			0.01		0.01	0.01				0.01		0.01	
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium	1.1	0.46	0.31	0.34	0.57	0.39	0.56	0.38	0.45	0.29	0.37	0.53	0.26	0.76	0.07	0.23	0.37	0.08	0.78	0.23	0.16	0.12	0.06	0.18	0.19	0.1	0.2	0.16	0.37	0.39	0.25	0.62	0.44	0.93	0.08	0.33	0.71	0.15	0.17	0.41	0.4	0.28	0.3	0.56	0.64	0.51	0.27	0.46	0.39	0.66	0.42	0.42	0.42	0.55	0.36	0.5	0.39	0.48
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__FEB-22	0.06	0.05	0.07	0.04	0.08	0.04	0.07	0.06	0.06	0.03	0.06	0.05	0.05	0.04	0.02	0.07	0.07	0.03	0.07	0.04	0.03	0.03	0.01	0.01	0.04	0.02	0.03	0.03	0.03	0.08	0.04	0.08	0.05	0.12	0.03	0.06	0.07	0.03	0.03	0.06	0.07	0.05	0.03	0.09	0.03	0.07	0.07	0.04	0.04	0.08	0.05	0.04	0.05	0.06	0.06	0.03	0.09	0.03
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Ga0077548	0.01	0.04	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.04	0.02		0.01		0.01	0.02		0.01					0.01	0.01	0.01	0.01	0.01		0.01		0.01	0.02	0.02	0.0	0.02				0.01	0.03	0.01		0.01	0.0	0.03		0.01	0.01		0.01	0.01	0.05	0.02	0.03	0.01		0.0
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JACQAE01																																		0.01			0.01				0.01			0.01														0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JACQTM01	0.01	0.01												0.01		0.01	0.01					0.01						0.01				0.01	0.01	0.01		0.01	0.01				0.01			0.01		0.01	0.01											0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JADGHE01	0.01	0.01	0.02		0.02		0.02	0.02			0.02	0.02	0.02	0.01		0.01			0.01	0.01									0.01	0.01	0.01	0.02	0.01	0.03		0.01	0.01	0.01		0.02	0.02	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01			0.01	0.01	0.02	0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JAEYAW01																																													0.01													
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JAFAXD01					0.01		0.01		0.01							0.01	0.01		0.01						0.01							0.01		0.01							0.01					0.01												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JAFKKS01		0.01			0.01		0.01							0.03					0.01									0.0		0.01		0.01	0.01	0.02			0.01			0.01	0.01			0.01	0.01	0.01	0.01				0.01			0.01				0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JAJPKK01					0.01			0.01									0.02																0.01			0.01	0.01							0.01		0.0		0.01										0.0
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__JALHLQ01		0.01			0.01		0.01	0.01									0.01			0.01										0.01		0.01	0.01	0.01							0.01	0.01		0.01	0.01			0.0				0.01						0.0
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Nitrobacter	0.01	0.01	0.01		0.01		0.02	0.01		0.01			0.01	0.23															0.01			0.01	0.01	0.01										0.01	0.03	0.01	0.01		0.01	0.01	0.01		0.01	0.02			0.01	0.03
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__P52-10	0.04	0.02	0.01	0.02	0.02	0.01	0.03	0.03	0.02	0.01	0.03	0.02	0.03	0.01			0.01	0.01	0.02	0.02				0.01	0.01	0.01	0.02	0.01	0.01	0.01		0.01	0.02	0.03		0.02	0.01	0.01		0.01	0.02	0.01	0.02	0.02	0.03	0.03	0.02	0.02	0.01	0.01	0.03	0.03	0.02	0.01	0.02	0.02	0.02	0.03
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__PALSA-894	0.26	0.23	0.11	0.13	0.17	0.12	0.21	0.3	0.21	0.2	0.19	0.18	0.12	0.15	0.01	0.04	0.05	0.02	0.14	0.03	0.03	0.01	0.01	0.01	0.02	0.05	0.05	0.03	0.08	0.06	0.04	0.1	0.08	0.18	0.03	0.1	0.08	0.02	0.05	0.09	0.09	0.06	0.04	0.16	0.11	0.22	0.11	0.13	0.12	0.19	0.13	0.18	0.09	0.2	0.15	0.19	0.14	0.11
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__PNAI01	0.01				0.01		0.01	0.01								0.01														0.0		0.01		0.01						0.01	0.01			0.01								0.01					0.01	
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__PRO6																			0.01																																							
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Palsa-892	0.02	0.03	0.03	0.05	0.03	0.01	0.02	0.02	0.01	0.02	0.07	0.01	0.01	0.23	0.01	0.06	0.06	0.01	0.02	0.01	0.02	0.04		0.02	0.01	0.01	0.01	0.01		0.03	0.01	0.03	0.02	0.03	0.01	0.07	0.03		0.01	0.05	0.12	0.04	0.01	0.05	0.01	0.05	0.03	0.05	0.02	0.03	0.02	0.02	0.02	0.02	0.06	0.02	0.02	0.02
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys	0.52	0.43	0.35	0.42	0.58	1.41	1.51	0.91	1.88	1.71	0.4	0.69	0.25	1.29	0.5	0.71	1.1	0.59	0.61	0.73	0.34	0.37	0.43	0.12	0.31	0.29	0.26	0.29	0.22	0.24	0.87	0.96	0.54	0.88	0.14	0.37	1.2	0.38	0.3	0.4	0.24	0.38	0.48	0.47	0.31	0.37	0.28	0.43	0.24	1.41	0.56	0.46	0.34	1.15	0.54	0.25	0.29	0.32
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudorhodoplanes	0.23	0.12	0.06	0.06	0.12	0.08	0.1	0.09	0.07	0.08	0.1	0.08	0.09	0.11	0.04	0.11	0.11	0.05	0.15	0.08	0.05	0.04	0.02	0.04	0.19	0.04	0.05	0.06	0.05	0.1	0.1	0.13	0.13	0.2	0.06	0.15	0.13	0.05	0.03	0.11	0.15	0.12	0.07	0.15	0.07	0.13	0.07	0.11	0.09	0.1	0.11	0.07	0.11	0.12	0.07	0.13	0.1	0.1
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes	0.05	0.05	0.03	0.02	0.06	0.04	0.06	0.05	0.03	0.03	0.03	0.05	0.02	0.08	0.02	0.07	0.09	0.04	0.07	0.09	0.02	0.01	0.01	0.01	0.09	0.02	0.03	0.04	0.02	0.05	0.05	0.05	0.08	0.12	0.02	0.05	0.04	0.02	0.01	0.03	0.06	0.05	0.02	0.05	0.01	0.05	0.05	0.03	0.04	0.06	0.04	0.06	0.03	0.03	0.05	0.05	0.02	0.03
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodopseudomonas	0.04	0.02	0.01	0.03	0.03	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.03		0.01	0.02		0.03	0.01				0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.03	0.03		0.02	0.03		0.01	0.02	0.01	0.01	0.01	0.04	0.02	0.02	0.01	0.03	0.02	0.03	0.03	0.01	0.03	0.02	0.03	0.03	0.04	0.02
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__SCUB01	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01		0.02		0.01	0.01			0.01	0.0	0.01	0.01							0.01		0.01	0.02	0.01	0.01	0.01	0.03		0.01	0.02	0.01		0.01	0.01	0.01		0.01	0.01	0.02	0.01	0.01		0.02	0.01		0.01		0.01	0.01	0.01	0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__SG-bin9	0.01						0.01	0.01			0.01			0.02														0.01									0.01						0.01		0.01	0.01		0.01										0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Tardiphaga	0.01						0.01				0.01			0.01					0.01													0.01	0.01	0.01			0.01								0.01	0.01		0.01	0.01	0.01	0.02	0.01				0.01	0.01	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__U87765	0.01	0.01			0.01			0.01				0.01		0.01					0.01											0.0				0.02											0.01	0.01			0.01				0.01	0.01				0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__VAZQ01	0.16	0.08	0.07	0.05	0.13	0.26	0.28	0.1	0.13	0.05	0.05	0.05	0.08	0.07	0.04	0.1	0.09	0.05	0.17	0.09	0.08	0.09	0.05	0.02	0.08	0.03	0.04	0.05	0.06	0.22	0.17	0.18	0.11	0.54	0.04	0.15	0.13	0.04	0.05	0.19	0.15	0.13	0.07	0.21	0.08	0.06	0.11	0.08	0.03	0.24	0.1	0.09	0.03	0.09	0.05	0.03	0.13	0.06
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Variibacter	0.01				0.01	0.01		0.01						0.01					0.01													0.01	0.01	0.03			0.01				0.01			0.01		0.01	0.01	0.01	0.01	0.01	0.01		0.01			0.02		
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__WHTM01	0.01	0.01	0.02	0.01	0.01		0.01	0.02	0.01	0.03	0.01	0.01	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.01	0.01		0.01	0.02	0.01	0.02		0.02	0.01	0.02	0.02	0.03	0.01	0.02	0.03	0.01	0.01	0.02	0.02	0.04	0.02	0.04		0.01	0.01	0.01	0.02	0.01	0.01	0.01		0.01	0.01	0.01	0.02	0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__WHTP01	0.23	0.17	0.13	0.1	0.38	0.14	0.19	0.26	0.13	0.1	0.17	0.16	0.18	0.15	0.04	0.27	0.33	0.06	0.26	0.12	0.05	0.06	0.02	0.04	0.04	0.03	0.05	0.05	0.05	0.15	0.14	0.24	0.16	0.42	0.06	0.17	0.36	0.05	0.06	0.13	0.15	0.09	0.11	0.22	0.09	0.16	0.23	0.16	0.15	0.2	0.13	0.2	0.15	0.18	0.18	0.16	0.22	0.2
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Xanthobacter	0.01	0.01								0.01				0.01																				0.01			0.01							0.01		0.0			0.01									
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Z2-YC6860	0.58	0.37	0.21	0.23	0.48	0.35	0.47	0.6	0.29	0.36	0.51	0.27	0.3	0.55	0.08	0.26	0.29	0.07	0.52	0.15	0.12	0.1	0.08	0.1	0.17	0.16	0.16	0.12	0.17	0.22	0.19	0.42	0.29	0.65	0.06	0.35	0.38	0.15	0.16	0.35	0.36	0.27	0.19	0.45	0.17	0.37	0.24	0.33	0.35	0.36	0.45	0.46	0.28	0.52	0.42	0.38	0.44	0.3
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Albidovulum					0.0																				0.01	0.01						0.01																										
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus	0.07	0.02		0.01	0.11		0.01	0.02	0.01	0.01	0.02	0.03	0.02		0.01	0.02	0.02	0.01	0.12	0.04	0.02	0.03	0.01		0.12	0.01	0.01	0.01	0.03	0.09	0.06	0.12	0.06	0.03		0.04	0.04	0.02	0.02	0.02	0.03	0.03	0.06	0.04	0.02	0.03	0.02	0.04	0.02	0.01	0.07	0.02	0.02	0.03	0.01	0.03	0.02	0.03
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Jannaschia	0.0																																																									
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.01			0.01													0.01		0.01										0.01		0.01	0.01	0.01											0.01	0.04	0.0	0.01	0.03					0.01			0.01	0.01	
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pararhodobacter																														0.0																												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobaculum																																	0.01																									
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius					0.01																																																					
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium	0.02	0.05		0.03								0.01																0.01	0.03	0.01			0.01	0.03										0.01	0.07	0.06	0.02	0.06				0.01	0.01			0.03	0.03	0.02
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tabrizicola		0.01																											0.05		0.02	0.01	0.01				0.01																					
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Magnetospirillum				0.01					0.01	0.01				0.01	0.01	0.01			0.01	0.01		0.01	0.01	0.01					0.01			0.01	0.01		0.01	0.01		0.01	0.01										0.01				0.02	0.02		0.01		
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Phaeospirillum		0.01						0.01						0.01	0.01	0.01	0.01		0.01		0.01	0.01		0.01	0.01		0.01	0.01	0.01	0.01	0.01	0.01				0.01	0.01	0.01	0.01		0.02	0.01	0.01			0.01								0.01		0.01		0.01
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Telmatospirillum					0.0									0.01	0.01		0.01	0.01	0.01			0.01		0.01	0.01		0.01	0.01		0.0		0.01									0.0					0.01												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Alpha-05														0.01																																												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Caenispirillum														0.01																																												
Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__GCA-2737725		0.01												0.01															0.01																								0.01					
