accession	clan	clan_description	PSSM_Id	GMSC_count	GMSC_fraction	short_name	description	PSSM_Length	clan_id	short_description	group
08734	Dim_A_B_barrel	Dimeric alpha/beta barrel superfamily	430178	985	0.0007262903081904162	GYD	GYD domain. This protein is found in a range of bacteria. It is usually less than 100 amino acids in length. The function of the protein is unknown. It may belong to the dimeric alpha/beta barrel superfamily.	89	CL0032	GYD domain	Dimeric alpha/beta barrel superfamily
00034	Cytochrome-c	Cytochrome c superfamily	425433	979	0.0007218662047902718	Cytochrom_C	Cytochrome c. The Pfam entry does not include all Prosite members. The cytochrome 556 and cytochrome c' families are not included. All these are now in a new clan together. The C-terminus of DUF989, pfam06181, has now been merged into this family.	90	CL0318	Cytochrome c	Cytochrome c superfamily
09285	OB	OB fold	430503	967	0.0007130179979899826	Elong-fact-P_C	Elongation factor P, C-terminal. Members of this family of nucleic acid binding domains are predominantly found in elongation factor P, where they adopt an OB-fold, with five beta-strands forming a beta-barrel in a Greek-key topology.	56	CL0021	Elongation factor P, C-terminal	OB fold
01329			426204	946	0.000697533636089476	Pterin_4a	Pterin 4 alpha carbinolamine dehydratase. Pterin 4 alpha carbinolamine dehydratase is also known as DCoH (dimerization cofactor of hepatocyte nuclear factor 1-alpha).	88		Pterin 4 alpha carbinolamine dehydratase	Pterin 4 alpha carbinolamine dehydratase
00498	SMAD-FHA	SMAD/FHA domain superfamily	425720	938	0.0006916348315559497	FHA	FHA domain. The FHA (Forkhead-associated) domain is a phosphopeptide binding motif.	66	CL0357	FHA domain	SMAD/FHA domain superfamily
05402	HTH	Helix-turn-helix clan	428458	934	0.0006886854292891866	PqqD	Coenzyme PQQ synthesis protein D (PqqD). This family contains several bacterial coenzyme PQQ synthesis protein D (PqqD) sequences. This protein is required for coenzyme pyrrolo-quinoline-quinone (PQQ) biosynthesis.	65	CL0123	Coenzyme PQQ synthesis protein D (PqqD)	Helix-turn-helix clan
13442	Cytochrome-c	Cytochrome c superfamily	433210	917	0.0006761504696554435	Cytochrome_CBB3	Cytochrome C oxidase, cbb3-type, subunit III. 	67	CL0318	Cytochrome C oxidase, cbb3-type, subunit III	Cytochrome c superfamily
01361	MIF	Tautomerase/MIF superfamily	396090	910	0.0006709890156886081	Tautomerase	Tautomerase enzyme. This family includes the enzyme 4-oxalocrotonate tautomerase, which catalyzes the ketonisation of 2-hydroxymuconate to 2-oxo-3-hexenedioate.	60	CL0082	Tautomerase enzyme	Tautomerase/MIF superfamily
13459	4Fe-4S	4Fe-4S ferredoxins	404359	910	0.0006709890156886081	Fer4_15	4Fe-4S single cluster domain. 	66	CL0344	4Fe-4S single cluster domain	4Fe-4S ferredoxins
18919			436832	880	0.0006488684986878846	DUF5670	Family of unknown function (DUF5670). This family of proteins is found in bacteria and archaea. Proteins in this family are approximately 50 amino acids in length. There is a single completely conserved residue W that may be functionally important. These proteins contain two transmembrane helices.	43		Family of unknown function (DUF5670)	Domain of unknown function
01011	Beta_propeller	Beta propeller clan	395799	877	0.0006466564469878122	PQQ	PQQ enzyme repeat. The family represent a single repeat of a beta propeller. This propeller has been found in several enzymes which utilize pyrrolo-quinoline quinone as a prosthetic group.	36	CL0186	PQQ enzyme repeat	Beta propeller clan
02583			426851	872	0.0006429696941543584	Trns_repr_metal	Metal-sensitive transcriptional repressor. This is a family of metal-sensitive repressors, involved in resistance to metal ions. Members of this family bind copper, nickel or cobalt ions via conserved cysteine and histidine residues. In the absence of metal ions, these proteins bind to promoter regions and repress transcription. When bound to metal ions they are unable to bind DNA, leading to transcriptional derepression.	80		Metal-sensitive transcriptional repressor	Metal-sensitive transcriptional repressor
02599			426863	869	0.0006407576424542861	CsrA	Global regulator protein family. This is a family of global regulator proteins. This protein is a RNA-binding protein and a global regulator of carbohydrate metabolism genes facilitating mRNA decay. In E. coli CsrA binds the CsrB RNA molecule to form the Csr regulatory system which has a strong negative regulatory effect on glycogen biosynthesis, glyconeogenesis and glycogen catabolism and a positive regulatory effect on glycolysis. In other bacteria such as Erwinia caratovara RmsA has been shown to regulate the production of virulence determinants, such extracellular enzymes. RmsA binds to RmsB regulatory RNA.	50		Global regulator protein family	Global regulator protein family
01258	Tbcl_zf	Treble clef zinc fingers	426162	856	0.000631172085087306	zf-dskA_traR	Prokaryotic dksA/traR C4-type zinc finger. 	36	CL0839	Prokaryotic dksA/traR C4-type zinc finger	Treble clef zinc fingers
04972	BON	BON domain superfamily	428229	836	0.0006164250737534904	BON	BON domain. This domain is found in a family of osmotic shock protection proteins. It is also found in some Secretins and a group of potential haemolysins. Its likely function is attachment to phospholipid membranes.	69	CL0778	BON domain	BON domain superfamily
01476	LysM	LysM-like domain	396179	832	0.0006134756714867273	LysM	LysM domain. The LysM (lysin motif) domain is about 40 residues long. It is found in a variety of enzymes involved in bacterial cell wall degradation. This domain may have a general peptidoglycan binding function. The structure of this domain is known.	43	CL0187	LysM domain	LysM-like domain
13490	Anti-sigma_N	N-terminal, cytoplasmic domain of anti-sigma factor superfamily	433251	829	0.000611263619786655	zf-HC2	Putative zinc-finger. This is a putative zinc-finger found in some anti-sigma factor proteins.	32	CL0645	Putative zinc-finger	N-terminal, cytoplasmic domain of anti-sigma factor superfamily
03795	Dim_A_B_barrel	Dimeric alpha/beta barrel superfamily	397734	815	0.0006009407118529841	YCII	YCII-related domain. The majority of proteins in this family consist of a single copy of this domain, though it is also found as a repeat. A strongly conserved histidine and a aspartate suggest that the domain has an enzymatic function. This family also now includes the family formerly known as the DGPF domain (COG3795). Although its function is unknown it is found fused to a sigma-70 factor family domain in CC_1329. Suggesting that this domain plays a role in transcription initiation (Bateman A per. obs.). This domain is named after the most conserved motif in the alignment.	94	CL0032	YCII-related domain	Dimeric alpha/beta barrel superfamily
09527			430665	814	0.0006002033612862933	ATPase_gene1	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter. This model represents a protein found encoded in F1F0-ATPase operons in several genomes, including Methanosarcina barkeri (archaeal) and Chlorobium tepidum (bacterial). It is a small protein (about 100 amino acids) with long hydrophobic stretches and is presumed to be a subunit of the enzyme. It carries two transmembrane helices and is a magnesium or calcium uniporter. The atp operon of alkaliphilic Bacillus pseudofirmus OF4, as in most prokaryotes, contains the eight structural genes for the F-ATPase (ATP synthase), which are preceded by an atpI gene that encodes a membrane protein with 2 TMSs. A tenth gene, atpZ, has been found in this operon, which is upstream of and overlapping with atpI.	54		Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter
04023	SH3	Src homology-3 domain	427656	808	0.0005957792578861487	FeoA	FeoA domain. This family includes FeoA a small protein, probably involved in Fe2+ transport. This presumed short domain is also found at the C-terminus of a variety of metal dependent transcriptional regulators. This suggests that this domain may be metal-binding. In most cases this is likely to be either iron or manganese.	74	CL0010	FeoA domain	Src homology-3 domain
01809			426449	796	0.0005869310510858592	Haemolytic	Haemolytic domain. This domain has haemolytic activity. It is found in short (73-103 amino acid) proteins and contains three conserved cysteine residues.	67		Putative membrane protein insertion efficiency factor	Putative membrane protein insertion efficiency factor
13193	AMP-binding_C	AMP-binding enzyme C-terminal domain superfamily	433027	792	0.0005839816488190963	AMP-binding_C	AMP-binding enzyme C-terminal domain. This is a small domain that is found C terminal to pfam00501. It has a central beta sheet core that is flanked by alpha helices.	76	CL0531	AMP-binding enzyme C-terminal domain	AMP-binding enzyme C-terminal domain superfamily
00515	TPR	Tetratrico peptide repeat superfamily	425728	791	0.0005832442982524053	TPR_1	Tetratricopeptide repeat. 	34	CL0020	Tetratricopeptide repeat	Tetratrico peptide repeat superfamily
09413	GlnB-like	GlnB-like superfamily	430595	789	0.0005817695971190237	DUF2007	Putative prokaryotic signal transducing protein. This is a family of putative prokaryotic signal transducing proteins of Pii-type.	66	CL0089	Putative prokaryotic signal transducing protein	GlnB-like superfamily
13180	PDZ-like	PDZ domain-like peptide-binding superfamily	433015	784	0.00057808284428557	PDZ_2	PDZ domain. 	74	CL0466	PDZ domain	PDZ domain-like peptide-binding superfamily
00403	HMA	HMA domain superfamily	425665	783	0.0005773454937188793	HMA	Heavy-metal-associated domain. 	58	CL0704	Heavy-metal-associated domain	HMA domain superfamily
09957	Met_repress	MetJ/Arc repressor, antitoxin of TA systems superfamily	401798	777	0.0005729213903187348	VapB_antitoxin	Bacterial antitoxin of type II TA system, VapB. VapB is the antitoxin of a bacterial toxin-antitoxin gene pair. The cognate toxin is VapC, pfam05016. The family contains several related antitoxins from Cyanobacteria and Actinobacterial families. Antitoxins of this class carry an N-terminal ribbon-helix-helix domain, RHH, that is highly conserved across all type II bacterial antitoxins, which dimerizes with the RHH domain of a second VapB molecule. A hinge section follows the RHH, with an additional pair of flexible alpha helices at the C-terminus. This C-terminus is the Toxin-binding region of the dimer, and so is specific to the cognate toxin, whereas the RHH domain has the specific function of lying across the RNA-binding groove of the toxin dimer and inactivating the active-site - a more general function of all antitoxins.	43	CL0057	Bacterial antitoxin of type II TA system, VapB	MetJ/Arc repressor, antitoxin of TA systems superfamily
01713			426392	777	0.0005729213903187348	Smr	Smr domain. This family includes the Smr (Small MutS Related) proteins, and the C-terminal region of the MutS2 protein. It has been suggested that this domain interacts with the MutS1 protein in the case of Smr proteins and with the N-terminal MutS related region of MutS2. This domain exhibits nicking endonuclease activity that might have a role in mismatch repair or genetic recombination. It shows no significant double strand cleavage or exonuclease activity. The full-length human NEDD4-binding protein 2 also has the polynucleotide kinase activity.	76		Smr domain	Smr domain
13187	4Fe-4S	4Fe-4S ferredoxins	433021	776	0.0005721840397520438	Fer4_9	4Fe-4S dicluster domain. 	50	CL0344	4Fe-4S dicluster domain	4Fe-4S ferredoxins
00444			425686	761	0.0005611237812516821	Ribosomal_L36	Ribosomal protein L36. 	38		Ribosomal protein L36	Ribosomal protein
01313			426195	742	0.0005471141204845572	Bac_export_3	Bacterial export proteins, family 3. This family includes the following members; FliQ, MopD, HrcS, Hrp, YopS and SpaQ All of these members export proteins, that do not possess signal peptides, through the membrane. Although the proteins that these exporters move may be different, the exporters are thought to function in similar ways.	71		Bacterial export proteins, family 3	Bacterial export proteins
02325			426721	729	0.0005375285631175771	YGGT	YGGT family. This family consists of a repeat found in conserved hypothetical integral membrane proteins. The function of this region and the proteins which possess it is unknown.	71		YGGT family	YGGT family
00986			425974	726	0.0005353165114175049	DNA_gyraseB_C	DNA gyrase B subunit, carboxyl terminus. The amino terminus of eukaryotic and prokaryotic DNA topoisomerase II are similar, but they have a different carboxyl terminus. The amino-terminal portion of the DNA gyrase B protein is thought to catalyze the ATP-dependent super-coiling of DNA. See pfam00204. The carboxyl-terminal end supports the complexation with the DNA gyrase A protein and the ATP-independent relaxation. This family also contains Topoisomerase IV. This is a bacterial enzyme that is closely related to DNA gyrase,.	63		DNA gyrase B subunit, carboxyl terminus	DNA gyrase B subunit
07719	TPR	Tetratrico peptide repeat superfamily	429619	724	0.0005338418102841233	TPR_2	Tetratricopeptide repeat. This Pfam entry includes outlying Tetratricopeptide-like repeats (TPR) that are not matched by pfam00515.	33	CL0020	Tetratricopeptide repeat	Tetratrico peptide repeat superfamily
09720			430772	721	0.000531629758584051	Unstab_antitox	Putative addiction module component. This entry defines several short bacterial proteins, typically about 75 amino acids long, which are always found as part of a pair (at least) of small genes. The other protein in the pair always belongs to a family of plasmid stabilisation proteins (IPR007712). It is likely that this protein and its partner comprise some form of addiction module - a pair of genes consisting of a stable toxin and an unstable antitoxin which mediate programmed cell death - although these gene-pairs are usually found on the bacterial main chromosome.	54		Putative addiction module component	Putative addiction module component
00468			425699	713	0.0005257309540505247	Ribosomal_L34	Ribosomal protein L34. 	42		Ribosomal protein L34	Ribosomal protein
00936			425954	713	0.0005257309540505247	BMC	BMC domain. Bacterial microcompartments are primitive organelles composed entirely of protein subunits. The prototypical bacterial microcompartment is the carboxysome, a protein shell for sequestering carbon fixation reactions. These proteins for hexameric structure.	74		BMC domain	BMC domain
09360			430557	709	0.0005227815517837616	zf-CDGSH	Iron-binding zinc finger CDGSH type. The CDGSH-type zinc finger domain binds iron rather than zinc as a redox-active pH-labile 2Fe-2S cluster. The conserved sequence C-X-C-X2-(S/T)-X3-P-X-C-D-G-(S/A/T)-H is a defining feature of this family. The domain is oriented towards the cytoplasm and is tethered to the mitochondrial membrane by a more N-terminal domain found in higher vertebrates, MitoNEET_N, pfam10660. The domain forms a uniquely folded homo-dimer and spans the outer mitochondrial membrane, orienting the iron-binding residues towards the cytoplasm.	40		Iron-binding zinc finger CDGSH type	Iron-binding zinc finger CDGSH type
01106	NifU	NifU C-terminal domain-like superfamily	426052	707	0.00052130685065038	NifU	NifU-like domain. This is an alignment of the carboxy-terminal domain. This is the only common region between the NifU protein from nitrogen-fixing bacteria and rhodobacterial species. The biochemical function of NifU is unknown.	67	CL0232	NifU-like domain	NifU C-terminal domain-like superfamily
